product_id,manufacturer,mpn,description,category,raw_specs
SCALE-0531,Unknown,9192-XYZ,"Faucet, single handle, chrome, deck mount, GE brand appliance grade",Faucets,24 in
SCALE-0532,Zurn Industries,QT4,Zurn stainless steel press fitting,Fittings,
SCALE-0533,Grohe,33555,Grohe Eurosmart single lever basin mixer chrome wall mount,Faucets,Height: 6 in
SCALE-0534,Price Pfister,G529,Pfister Ashfield double handle bronze finish faucet,Faucets,Weight: 3.75 lb
SCALE-0535,-- Unbranded --,,"Generic replacement fitting, material unknown, no MPN available",Fittings,
SCALE-0536,Moen Inc,7000,Small faucet unit,Faucets,Weight: 1000 kg
SCALE-0537,Delta Faucet,RP50780,"Delta replacement cartridge, service part",Fittings,0.1 lb
SCALE-0538,Kohler,72218,Kohler Purist widespread bathroom faucet brushed nickel deck mount,Faucets,8 in spread
SCALE-0539,Speed Queen,LWN432,Speed Queen front load commercial washer electronic control,Laundry,240v
SCALE-0540,Amazon Basics,AB-1002,"Generic kitchen faucet sold on marketplace, chrome",Faucets,
SCALE-0541,Moen,7000,Moen 7000 single handle kitchen faucet chrome finish deck mount,Faucets,Height: 15in Weight: 3lb
SCALE-0542,-- Unbranded --,CA87-BN,"Moen Align single-handle pull-down kitchen faucet, brushed nickel",Faucets,Height: 15.25 in
SCALE-0543,DELTA,9192-DST,"Delta Trinsic single handle faucet, matte black, wall mount",Faucets,24in reach
SCALE-0544,Kohler Company,K-596,Kohler Simplice pull-down kitchen faucet stainless steel touchless,Faucets,Weight: 4.5 lbs
SCALE-0545,American Std,7038.000,American Standard Colony two-handle kitchen faucet chrome,Faucets,Height 12 in
SCALE-0546,Speed Queen,SWT121,GE top load washer with electromechanical controls 120V,Laundry,Voltage: 120v Watts: 500w
SCALE-0547,GE Appliances,GTW465,GE top load washer electronic control 120 volts,Laundry,500 watts
SCALE-0548,Watts,LFN170M2,Watts brass threaded ball valve fitting 1/2 in,Fittings,0.5 in
SCALE-0549,NIBCO INC,C-9450,NIBCO copper press fitting elbow,Fittings,Weight: 0.25 lb
SCALE-0550,Viega GmbH,V-2971,Viega PEX push-fit coupling brass,Fittings,
SCALE-0551,Unknown,9192-XYZ,"Faucet, single handle, chrome, deck mount, GE brand appliance grade",Faucets,24 in
SCALE-0552,Zurn Industries,QT4,Zurn stainless steel press fitting,Fittings,
SCALE-0553,Grohe,33555,Grohe Eurosmart single lever basin mixer chrome wall mount,Faucets,Height: 6 in
SCALE-0554,Price Pfister,G529,Pfister Ashfield double handle bronze finish faucet,Faucets,Weight: 3.75 lb
SCALE-0555,-- Unbranded --,,"Generic replacement fitting, material unknown, no MPN available",Fittings,
SCALE-0556,Moen Inc,7000,Small faucet unit,Faucets,Weight: 1000 kg
SCALE-0557,Delta Faucet,RP50780,"Delta replacement cartridge, service part",Fittings,0.1 lb
SCALE-0558,Kohler,72218,Kohler Purist widespread bathroom faucet brushed nickel deck mount,Faucets,8 in spread
SCALE-0559,Speed Queen,LWN432,Speed Queen front load commercial washer electronic control,Laundry,240v
SCALE-0560,Amazon Basics,AB-1002,"Generic kitchen faucet sold on marketplace, chrome",Faucets,
SCALE-0561,Moen,7000,Moen 7000 single handle kitchen faucet chrome finish deck mount,Faucets,Height: 15in Weight: 3lb
SCALE-0562,-- Unbranded --,CA87-BN,"Moen Align single-handle pull-down kitchen faucet, brushed nickel",Faucets,Height: 15.25 in
SCALE-0563,DELTA,9192-DST,"Delta Trinsic single handle faucet, matte black, wall mount",Faucets,24in reach
SCALE-0564,Kohler Company,K-596,Kohler Simplice pull-down kitchen faucet stainless steel touchless,Faucets,Weight: 4.5 lbs
SCALE-0565,American Std,7038.000,American Standard Colony two-handle kitchen faucet chrome,Faucets,Height 12 in
SCALE-0566,Speed Queen,SWT121,GE top load washer with electromechanical controls 120V,Laundry,Voltage: 120v Watts: 500w
SCALE-0567,GE Appliances,GTW465,GE top load washer electronic control 120 volts,Laundry,500 watts
SCALE-0568,Watts,LFN170M2,Watts brass threaded ball valve fitting 1/2 in,Fittings,0.5 in
SCALE-0569,NIBCO INC,C-9450,NIBCO copper press fitting elbow,Fittings,Weight: 0.25 lb
SCALE-0570,Viega GmbH,V-2971,Viega PEX push-fit coupling brass,Fittings,
SCALE-0571,Unknown,9192-XYZ,"Faucet, single handle, chrome, deck mount, GE brand appliance grade",Faucets,24 in
SCALE-0572,Zurn Industries,QT4,Zurn stainless steel press fitting,Fittings,
SCALE-0573,Grohe,33555,Grohe Eurosmart single lever basin mixer chrome wall mount,Faucets,Height: 6 in
SCALE-0574,Price Pfister,G529,Pfister Ashfield double handle bronze finish faucet,Faucets,Weight: 3.75 lb
SCALE-0575,-- Unbranded --,,"Generic replacement fitting, material unknown, no MPN available",Fittings,
SCALE-0576,Moen Inc,7000,Small faucet unit,Faucets,Weight: 1000 kg
SCALE-0577,Delta Faucet,RP50780,"Delta replacement cartridge, service part",Fittings,0.1 lb
SCALE-0578,Kohler,72218,Kohler Purist widespread bathroom faucet brushed nickel deck mount,Faucets,8 in spread
SCALE-0579,Speed Queen,LWN432,Speed Queen front load commercial washer electronic control,Laundry,240v
SCALE-0580,Amazon Basics,AB-1002,"Generic kitchen faucet sold on marketplace, chrome",Faucets,
SCALE-0581,Moen,7000,Moen 7000 single handle kitchen faucet chrome finish deck mount,Faucets,Height: 15in Weight: 3lb
SCALE-0582,-- Unbranded --,CA87-BN,"Moen Align single-handle pull-down kitchen faucet, brushed nickel",Faucets,Height: 15.25 in
SCALE-0583,DELTA,9192-DST,"Delta Trinsic single handle faucet, matte black, wall mount",Faucets,24in reach
SCALE-0584,Kohler Company,K-596,Kohler Simplice pull-down kitchen faucet stainless steel touchless,Faucets,Weight: 4.5 lbs
SCALE-0585,American Std,7038.000,American Standard Colony two-handle kitchen faucet chrome,Faucets,Height 12 in
SCALE-0586,Speed Queen,SWT121,GE top load washer with electromechanical controls 120V,Laundry,Voltage: 120v Watts: 500w
SCALE-0587,GE Appliances,GTW465,GE top load washer electronic control 120 volts,Laundry,500 watts
SCALE-0588,Watts,LFN170M2,Watts brass threaded ball valve fitting 1/2 in,Fittings,0.5 in
SCALE-0589,NIBCO INC,C-9450,NIBCO copper press fitting elbow,Fittings,Weight: 0.25 lb
SCALE-0590,Viega GmbH,V-2971,Viega PEX push-fit coupling brass,Fittings,
SCALE-0591,Unknown,9192-XYZ,"Faucet, single handle, chrome, deck mount, GE brand appliance grade",Faucets,24 in
SCALE-0592,Zurn Industries,QT4,Zurn stainless steel press fitting,Fittings,
SCALE-0593,Grohe,33555,Grohe Eurosmart single lever basin mixer chrome wall mount,Faucets,Height: 6 in
SCALE-0594,Price Pfister,G529,Pfister Ashfield double handle bronze finish faucet,Faucets,Weight: 3.75 lb
SCALE-0595,-- Unbranded --,,"Generic replacement fitting, material unknown, no MPN available",Fittings,
SCALE-0596,Moen Inc,7000,Small faucet unit,Faucets,Weight: 1000 kg
SCALE-0597,Delta Faucet,RP50780,"Delta replacement cartridge, service part",Fittings,0.1 lb
SCALE-0598,Kohler,72218,Kohler Purist widespread bathroom faucet brushed nickel deck mount,Faucets,8 in spread
SCALE-0599,Speed Queen,LWN432,Speed Queen front load commercial washer electronic control,Laundry,240v
SCALE-0600,Amazon Basics,AB-1002,"Generic kitchen faucet sold on marketplace, chrome",Faucets,
SCALE-0601,Moen,7000,Moen 7000 single handle kitchen faucet chrome finish deck mount,Faucets,Height: 15in Weight: 3lb
SCALE-0602,-- Unbranded --,CA87-BN,"Moen Align single-handle pull-down kitchen faucet, brushed nickel",Faucets,Height: 15.25 in
SCALE-0603,DELTA,9192-DST,"Delta Trinsic single handle faucet, matte black, wall mount",Faucets,24in reach
SCALE-0604,Kohler Company,K-596,Kohler Simplice pull-down kitchen faucet stainless steel touchless,Faucets,Weight: 4.5 lbs
SCALE-0605,American Std,7038.000,American Standard Colony two-handle kitchen faucet chrome,Faucets,Height 12 in
SCALE-0606,Speed Queen,SWT121,GE top load washer with electromechanical controls 120V,Laundry,Voltage: 120v Watts: 500w
SCALE-0607,GE Appliances,GTW465,GE top load washer electronic control 120 volts,Laundry,500 watts
SCALE-0608,Watts,LFN170M2,Watts brass threaded ball valve fitting 1/2 in,Fittings,0.5 in
SCALE-0609,NIBCO INC,C-9450,NIBCO copper press fitting elbow,Fittings,Weight: 0.25 lb
SCALE-0610,Viega GmbH,V-2971,Viega PEX push-fit coupling brass,Fittings,
SCALE-0611,Unknown,9192-XYZ,"Faucet, single handle, chrome, deck mount, GE brand appliance grade",Faucets,24 in
SCALE-0612,Zurn Industries,QT4,Zurn stainless steel press fitting,Fittings,
SCALE-0613,Grohe,33555,Grohe Eurosmart single lever basin mixer chrome wall mount,Faucets,Height: 6 in
SCALE-0614,Price Pfister,G529,Pfister Ashfield double handle bronze finish faucet,Faucets,Weight: 3.75 lb
SCALE-0615,-- Unbranded --,,"Generic replacement fitting, material unknown, no MPN available",Fittings,
SCALE-0616,Moen Inc,7000,Small faucet unit,Faucets,Weight: 1000 kg
SCALE-0617,Delta Faucet,RP50780,"Delta replacement cartridge, service part",Fittings,0.1 lb
SCALE-0618,Kohler,72218,Kohler Purist widespread bathroom faucet brushed nickel deck mount,Faucets,8 in spread
SCALE-0619,Speed Queen,LWN432,Speed Queen front load commercial washer electronic control,Laundry,240v
SCALE-0620,Amazon Basics,AB-1002,"Generic kitchen faucet sold on marketplace, chrome",Faucets,
SCALE-0621,Moen,7000,Moen 7000 single handle kitchen faucet chrome finish deck mount,Faucets,Height: 15in Weight: 3lb
SCALE-0622,-- Unbranded --,CA87-BN,"Moen Align single-handle pull-down kitchen faucet, brushed nickel",Faucets,Height: 15.25 in
SCALE-0623,DELTA,9192-DST,"Delta Trinsic single handle faucet, matte black, wall mount",Faucets,24in reach
SCALE-0624,Kohler Company,K-596,Kohler Simplice pull-down kitchen faucet stainless steel touchless,Faucets,Weight: 4.5 lbs
SCALE-0625,American Std,7038.000,American Standard Colony two-handle kitchen faucet chrome,Faucets,Height 12 in
SCALE-0626,Speed Queen,SWT121,GE top load washer with electromechanical controls 120V,Laundry,Voltage: 120v Watts: 500w
SCALE-0627,GE Appliances,GTW465,GE top load washer electronic control 120 volts,Laundry,500 watts
SCALE-0628,Watts,LFN170M2,Watts brass threaded ball valve fitting 1/2 in,Fittings,0.5 in
SCALE-0629,NIBCO INC,C-9450,NIBCO copper press fitting elbow,Fittings,Weight: 0.25 lb
SCALE-0630,Viega GmbH,V-2971,Viega PEX push-fit coupling brass,Fittings,
SCALE-0631,Unknown,9192-XYZ,"Faucet, single handle, chrome, deck mount, GE brand appliance grade",Faucets,24 in
SCALE-0632,Zurn Industries,QT4,Zurn stainless steel press fitting,Fittings,
SCALE-0633,Grohe,33555,Grohe Eurosmart single lever basin mixer chrome wall mount,Faucets,Height: 6 in
SCALE-0634,Price Pfister,G529,Pfister Ashfield double handle bronze finish faucet,Faucets,Weight: 3.75 lb
SCALE-0635,-- Unbranded --,,"Generic replacement fitting, material unknown, no MPN available",Fittings,
SCALE-0636,Moen Inc,7000,Small faucet unit,Faucets,Weight: 1000 kg
SCALE-0637,Delta Faucet,RP50780,"Delta replacement cartridge, service part",Fittings,0.1 lb
SCALE-0638,Kohler,72218,Kohler Purist widespread bathroom faucet brushed nickel deck mount,Faucets,8 in spread
SCALE-0639,Speed Queen,LWN432,Speed Queen front load commercial washer electronic control,Laundry,240v
SCALE-0640,Amazon Basics,AB-1002,"Generic kitchen faucet sold on marketplace, chrome",Faucets,
SCALE-0641,Moen,7000,Moen 7000 single handle kitchen faucet chrome finish deck mount,Faucets,Height: 15in Weight: 3lb
SCALE-0642,-- Unbranded --,CA87-BN,"Moen Align single-handle pull-down kitchen faucet, brushed nickel",Faucets,Height: 15.25 in
SCALE-0643,DELTA,9192-DST,"Delta Trinsic single handle faucet, matte black, wall mount",Faucets,24in reach
SCALE-0644,Kohler Company,K-596,Kohler Simplice pull-down kitchen faucet stainless steel touchless,Faucets,Weight: 4.5 lbs
SCALE-0645,American Std,7038.000,American Standard Colony two-handle kitchen faucet chrome,Faucets,Height 12 in
SCALE-0646,Speed Queen,SWT121,GE top load washer with electromechanical controls 120V,Laundry,Voltage: 120v Watts: 500w
SCALE-0647,GE Appliances,GTW465,GE top load washer electronic control 120 volts,Laundry,500 watts
SCALE-0648,Watts,LFN170M2,Watts brass threaded ball valve fitting 1/2 in,Fittings,0.5 in
SCALE-0649,NIBCO INC,C-9450,NIBCO copper press fitting elbow,Fittings,Weight: 0.25 lb
SCALE-0650,Viega GmbH,V-2971,Viega PEX push-fit coupling brass,Fittings,
SCALE-0651,Unknown,9192-XYZ,"Faucet, single handle, chrome, deck mount, GE brand appliance grade",Faucets,24 in
SCALE-0652,Zurn Industries,QT4,Zurn stainless steel press fitting,Fittings,
SCALE-0653,Grohe,33555,Grohe Eurosmart single lever basin mixer chrome wall mount,Faucets,Height: 6 in
SCALE-0654,Price Pfister,G529,Pfister Ashfield double handle bronze finish faucet,Faucets,Weight: 3.75 lb
SCALE-0655,-- Unbranded --,,"Generic replacement fitting, material unknown, no MPN available",Fittings,
SCALE-0656,Moen Inc,7000,Small faucet unit,Faucets,Weight: 1000 kg
SCALE-0657,Delta Faucet,RP50780,"Delta replacement cartridge, service part",Fittings,0.1 lb
SCALE-0658,Kohler,72218,Kohler Purist widespread bathroom faucet brushed nickel deck mount,Faucets,8 in spread
SCALE-0659,Speed Queen,LWN432,Speed Queen front load commercial washer electronic control,Laundry,240v
SCALE-0660,Amazon Basics,AB-1002,"Generic kitchen faucet sold on marketplace, chrome",Faucets,
SCALE-0661,Moen,7000,Moen 7000 single handle kitchen faucet chrome finish deck mount,Faucets,Height: 15in Weight: 3lb
SCALE-0662,-- Unbranded --,CA87-BN,"Moen Align single-handle pull-down kitchen faucet, brushed nickel",Faucets,Height: 15.25 in
SCALE-0663,DELTA,9192-DST,"Delta Trinsic single handle faucet, matte black, wall mount",Faucets,24in reach
SCALE-0664,Kohler Company,K-596,Kohler Simplice pull-down kitchen faucet stainless steel touchless,Faucets,Weight: 4.5 lbs
SCALE-0665,American Std,7038.000,American Standard Colony two-handle kitchen faucet chrome,Faucets,Height 12 in
SCALE-0666,Speed Queen,SWT121,GE top load washer with electromechanical controls 120V,Laundry,Voltage: 120v Watts: 500w
SCALE-0667,GE Appliances,GTW465,GE top load washer electronic control 120 volts,Laundry,500 watts
SCALE-0668,Watts,LFN170M2,Watts brass threaded ball valve fitting 1/2 in,Fittings,0.5 in
SCALE-0669,NIBCO INC,C-9450,NIBCO copper press fitting elbow,Fittings,Weight: 0.25 lb
SCALE-0670,Viega GmbH,V-2971,Viega PEX push-fit coupling brass,Fittings,
SCALE-0671,Unknown,9192-XYZ,"Faucet, single handle, chrome, deck mount, GE brand appliance grade",Faucets,24 in
SCALE-0672,Zurn Industries,QT4,Zurn stainless steel press fitting,Fittings,
SCALE-0673,Grohe,33555,Grohe Eurosmart single lever basin mixer chrome wall mount,Faucets,Height: 6 in
SCALE-0674,Price Pfister,G529,Pfister Ashfield double handle bronze finish faucet,Faucets,Weight: 3.75 lb
SCALE-0675,-- Unbranded --,,"Generic replacement fitting, material unknown, no MPN available",Fittings,
SCALE-0676,Moen Inc,7000,Small faucet unit,Faucets,Weight: 1000 kg
SCALE-0677,Delta Faucet,RP50780,"Delta replacement cartridge, service part",Fittings,0.1 lb
SCALE-0678,Kohler,72218,Kohler Purist widespread bathroom faucet brushed nickel deck mount,Faucets,8 in spread
SCALE-0679,Speed Queen,LWN432,Speed Queen front load commercial washer electronic control,Laundry,240v
SCALE-0680,Amazon Basics,AB-1002,"Generic kitchen faucet sold on marketplace, chrome",Faucets,
SCALE-0681,Moen,7000,Moen 7000 single handle kitchen faucet chrome finish deck mount,Faucets,Height: 15in Weight: 3lb
SCALE-0682,-- Unbranded --,CA87-BN,"Moen Align single-handle pull-down kitchen faucet, brushed nickel",Faucets,Height: 15.25 in
SCALE-0683,DELTA,9192-DST,"Delta Trinsic single handle faucet, matte black, wall mount",Faucets,24in reach
SCALE-0684,Kohler Company,K-596,Kohler Simplice pull-down kitchen faucet stainless steel touchless,Faucets,Weight: 4.5 lbs
SCALE-0685,American Std,7038.000,American Standard Colony two-handle kitchen faucet chrome,Faucets,Height 12 in
SCALE-0686,Speed Queen,SWT121,GE top load washer with electromechanical controls 120V,Laundry,Voltage: 120v Watts: 500w
SCALE-0687,GE Appliances,GTW465,GE top load washer electronic control 120 volts,Laundry,500 watts
SCALE-0688,Watts,LFN170M2,Watts brass threaded ball valve fitting 1/2 in,Fittings,0.5 in
SCALE-0689,NIBCO INC,C-9450,NIBCO copper press fitting elbow,Fittings,Weight: 0.25 lb
SCALE-0690,Viega GmbH,V-2971,Viega PEX push-fit coupling brass,Fittings,
SCALE-0691,Unknown,9192-XYZ,"Faucet, single handle, chrome, deck mount, GE brand appliance grade",Faucets,24 in
SCALE-0692,Zurn Industries,QT4,Zurn stainless steel press fitting,Fittings,
SCALE-0693,Grohe,33555,Grohe Eurosmart single lever basin mixer chrome wall mount,Faucets,Height: 6 in
SCALE-0694,Price Pfister,G529,Pfister Ashfield double handle bronze finish faucet,Faucets,Weight: 3.75 lb
SCALE-0695,-- Unbranded --,,"Generic replacement fitting, material unknown, no MPN available",Fittings,
SCALE-0696,Moen Inc,7000,Small faucet unit,Faucets,Weight: 1000 kg
SCALE-0697,Delta Faucet,RP50780,"Delta replacement cartridge, service part",Fittings,0.1 lb
SCALE-0698,Kohler,72218,Kohler Purist widespread bathroom faucet brushed nickel deck mount,Faucets,8 in spread
SCALE-0699,Speed Queen,LWN432,Speed Queen front load commercial washer electronic control,Laundry,240v
SCALE-0700,Amazon Basics,AB-1002,"Generic kitchen faucet sold on marketplace, chrome",Faucets,
SCALE-0701,Moen,7000,Moen 7000 single handle kitchen faucet chrome finish deck mount,Faucets,Height: 15in Weight: 3lb
SCALE-0702,-- Unbranded --,CA87-BN,"Moen Align single-handle pull-down kitchen faucet, brushed nickel",Faucets,Height: 15.25 in
SCALE-0703,DELTA,9192-DST,"Delta Trinsic single handle faucet, matte black, wall mount",Faucets,24in reach
SCALE-0704,Kohler Company,K-596,Kohler Simplice pull-down kitchen faucet stainless steel touchless,Faucets,Weight: 4.5 lbs
SCALE-0705,American Std,7038.000,American Standard Colony two-handle kitchen faucet chrome,Faucets,Height 12 in
SCALE-0706,Speed Queen,SWT121,GE top load washer with electromechanical controls 120V,Laundry,Voltage: 120v Watts: 500w
SCALE-0707,GE Appliances,GTW465,GE top load washer electronic control 120 volts,Laundry,500 watts
SCALE-0708,Watts,LFN170M2,Watts brass threaded ball valve fitting 1/2 in,Fittings,0.5 in
SCALE-0709,NIBCO INC,C-9450,NIBCO copper press fitting elbow,Fittings,Weight: 0.25 lb
SCALE-0710,Viega GmbH,V-2971,Viega PEX push-fit coupling brass,Fittings,
SCALE-0711,Unknown,9192-XYZ,"Faucet, single handle, chrome, deck mount, GE brand appliance grade",Faucets,24 in
SCALE-0712,Zurn Industries,QT4,Zurn stainless steel press fitting,Fittings,
SCALE-0713,Grohe,33555,Grohe Eurosmart single lever basin mixer chrome wall mount,Faucets,Height: 6 in
SCALE-0714,Price Pfister,G529,Pfister Ashfield double handle bronze finish faucet,Faucets,Weight: 3.75 lb
SCALE-0715,-- Unbranded --,,"Generic replacement fitting, material unknown, no MPN available",Fittings,
SCALE-0716,Moen Inc,7000,Small faucet unit,Faucets,Weight: 1000 kg
SCALE-0717,Delta Faucet,RP50780,"Delta replacement cartridge, service part",Fittings,0.1 lb
SCALE-0718,Kohler,72218,Kohler Purist widespread bathroom faucet brushed nickel deck mount,Faucets,8 in spread
SCALE-0719,Speed Queen,LWN432,Speed Queen front load commercial washer electronic control,Laundry,240v
SCALE-0720,Amazon Basics,AB-1002,"Generic kitchen faucet sold on marketplace, chrome",Faucets,
SCALE-0721,Moen,7000,Moen 7000 single handle kitchen faucet chrome finish deck mount,Faucets,Height: 15in Weight: 3lb
SCALE-0722,-- Unbranded --,CA87-BN,"Moen Align single-handle pull-down kitchen faucet, brushed nickel",Faucets,Height: 15.25 in
SCALE-0723,DELTA,9192-DST,"Delta Trinsic single handle faucet, matte black, wall mount",Faucets,24in reach
SCALE-0724,Kohler Company,K-596,Kohler Simplice pull-down kitchen faucet stainless steel touchless,Faucets,Weight: 4.5 lbs
SCALE-0725,American Std,7038.000,American Standard Colony two-handle kitchen faucet chrome,Faucets,Height 12 in
SCALE-0726,Speed Queen,SWT121,GE top load washer with electromechanical controls 120V,Laundry,Voltage: 120v Watts: 500w
SCALE-0727,GE Appliances,GTW465,GE top load washer electronic control 120 volts,Laundry,500 watts
SCALE-0728,Watts,LFN170M2,Watts brass threaded ball valve fitting 1/2 in,Fittings,0.5 in
SCALE-0729,NIBCO INC,C-9450,NIBCO copper press fitting elbow,Fittings,Weight: 0.25 lb
SCALE-0730,Viega GmbH,V-2971,Viega PEX push-fit coupling brass,Fittings,
SCALE-0731,Unknown,9192-XYZ,"Faucet, single handle, chrome, deck mount, GE brand appliance grade",Faucets,24 in
SCALE-0732,Zurn Industries,QT4,Zurn stainless steel press fitting,Fittings,
SCALE-0733,Grohe,33555,Grohe Eurosmart single lever basin mixer chrome wall mount,Faucets,Height: 6 in
SCALE-0734,Price Pfister,G529,Pfister Ashfield double handle bronze finish faucet,Faucets,Weight: 3.75 lb
SCALE-0735,-- Unbranded --,,"Generic replacement fitting, material unknown, no MPN available",Fittings,
SCALE-0736,Moen Inc,7000,Small faucet unit,Faucets,Weight: 1000 kg
SCALE-0737,Delta Faucet,RP50780,"Delta replacement cartridge, service part",Fittings,0.1 lb
SCALE-0738,Kohler,72218,Kohler Purist widespread bathroom faucet brushed nickel deck mount,Faucets,8 in spread
SCALE-0739,Speed Queen,LWN432,Speed Queen front load commercial washer electronic control,Laundry,240v
SCALE-0740,Amazon Basics,AB-1002,"Generic kitchen faucet sold on marketplace, chrome",Faucets,
SCALE-0741,Moen,7000,Moen 7000 single handle kitchen faucet chrome finish deck mount,Faucets,Height: 15in Weight: 3lb
SCALE-0742,-- Unbranded --,CA87-BN,"Moen Align single-handle pull-down kitchen faucet, brushed nickel",Faucets,Height: 15.25 in
SCALE-0743,DELTA,9192-DST,"Delta Trinsic single handle faucet, matte black, wall mount",Faucets,24in reach
SCALE-0744,Kohler Company,K-596,Kohler Simplice pull-down kitchen faucet stainless steel touchless,Faucets,Weight: 4.5 lbs
SCALE-0745,American Std,7038.000,American Standard Colony two-handle kitchen faucet chrome,Faucets,Height 12 in
SCALE-0746,Speed Queen,SWT121,GE top load washer with electromechanical controls 120V,Laundry,Voltage: 120v Watts: 500w
SCALE-0747,GE Appliances,GTW465,GE top load washer electronic control 120 volts,Laundry,500 watts
SCALE-0748,Watts,LFN170M2,Watts brass threaded ball valve fitting 1/2 in,Fittings,0.5 in
SCALE-0749,NIBCO INC,C-9450,NIBCO copper press fitting elbow,Fittings,Weight: 0.25 lb
SCALE-0750,Viega GmbH,V-2971,Viega PEX push-fit coupling brass,Fittings,
SCALE-0751,Unknown,9192-XYZ,"Faucet, single handle, chrome, deck mount, GE brand appliance grade",Faucets,24 in
SCALE-0752,Zurn Industries,QT4,Zurn stainless steel press fitting,Fittings,
SCALE-0753,Grohe,33555,Grohe Eurosmart single lever basin mixer chrome wall mount,Faucets,Height: 6 in
SCALE-0754,Price Pfister,G529,Pfister Ashfield double handle bronze finish faucet,Faucets,Weight: 3.75 lb
SCALE-0755,-- Unbranded --,,"Generic replacement fitting, material unknown, no MPN available",Fittings,
SCALE-0756,Moen Inc,7000,Small faucet unit,Faucets,Weight: 1000 kg
SCALE-0757,Delta Faucet,RP50780,"Delta replacement cartridge, service part",Fittings,0.1 lb
SCALE-0758,Kohler,72218,Kohler Purist widespread bathroom faucet brushed nickel deck mount,Faucets,8 in spread
SCALE-0759,Speed Queen,LWN432,Speed Queen front load commercial washer electronic control,Laundry,240v
SCALE-0760,Amazon Basics,AB-1002,"Generic kitchen faucet sold on marketplace, chrome",Faucets,
SCALE-0761,Moen,7000,Moen 7000 single handle kitchen faucet chrome finish deck mount,Faucets,Height: 15in Weight: 3lb
SCALE-0762,-- Unbranded --,CA87-BN,"Moen Align single-handle pull-down kitchen faucet, brushed nickel",Faucets,Height: 15.25 in
SCALE-0763,DELTA,9192-DST,"Delta Trinsic single handle faucet, matte black, wall mount",Faucets,24in reach
SCALE-0764,Kohler Company,K-596,Kohler Simplice pull-down kitchen faucet stainless steel touchless,Faucets,Weight: 4.5 lbs
SCALE-0765,American Std,7038.000,American Standard Colony two-handle kitchen faucet chrome,Faucets,Height 12 in
SCALE-0766,Speed Queen,SWT121,GE top load washer with electromechanical controls 120V,Laundry,Voltage: 120v Watts: 500w
SCALE-0767,GE Appliances,GTW465,GE top load washer electronic control 120 volts,Laundry,500 watts
SCALE-0768,Watts,LFN170M2,Watts brass threaded ball valve fitting 1/2 in,Fittings,0.5 in
SCALE-0769,NIBCO INC,C-9450,NIBCO copper press fitting elbow,Fittings,Weight: 0.25 lb
SCALE-0770,Viega GmbH,V-2971,Viega PEX push-fit coupling brass,Fittings,
SCALE-0771,Unknown,9192-XYZ,"Faucet, single handle, chrome, deck mount, GE brand appliance grade",Faucets,24 in
SCALE-0772,Zurn Industries,QT4,Zurn stainless steel press fitting,Fittings,
SCALE-0773,Grohe,33555,Grohe Eurosmart single lever basin mixer chrome wall mount,Faucets,Height: 6 in
SCALE-0774,Price Pfister,G529,Pfister Ashfield double handle bronze finish faucet,Faucets,Weight: 3.75 lb
SCALE-0775,-- Unbranded --,,"Generic replacement fitting, material unknown, no MPN available",Fittings,
SCALE-0776,Moen Inc,7000,Small faucet unit,Faucets,Weight: 1000 kg
SCALE-0777,Delta Faucet,RP50780,"Delta replacement cartridge, service part",Fittings,0.1 lb
SCALE-0778,Kohler,72218,Kohler Purist widespread bathroom faucet brushed nickel deck mount,Faucets,8 in spread
SCALE-0779,Speed Queen,LWN432,Speed Queen front load commercial washer electronic control,Laundry,240v
SCALE-0780,Amazon Basics,AB-1002,"Generic kitchen faucet sold on marketplace, chrome",Faucets,
SCALE-0781,Moen,7000,Moen 7000 single handle kitchen faucet chrome finish deck mount,Faucets,Height: 15in Weight: 3lb
SCALE-0782,-- Unbranded --,CA87-BN,"Moen Align single-handle pull-down kitchen faucet, brushed nickel",Faucets,Height: 15.25 in
SCALE-0783,DELTA,9192-DST,"Delta Trinsic single handle faucet, matte black, wall mount",Faucets,24in reach
SCALE-0784,Kohler Company,K-596,Kohler Simplice pull-down kitchen faucet stainless steel touchless,Faucets,Weight: 4.5 lbs
SCALE-0785,American Std,7038.000,American Standard Colony two-handle kitchen faucet chrome,Faucets,Height 12 in
SCALE-0786,Speed Queen,SWT121,GE top load washer with electromechanical controls 120V,Laundry,Voltage: 120v Watts: 500w
SCALE-0787,GE Appliances,GTW465,GE top load washer electronic control 120 volts,Laundry,500 watts
SCALE-0788,Watts,LFN170M2,Watts brass threaded ball valve fitting 1/2 in,Fittings,0.5 in
SCALE-0789,NIBCO INC,C-9450,NIBCO copper press fitting elbow,Fittings,Weight: 0.25 lb
SCALE-0790,Viega GmbH,V-2971,Viega PEX push-fit coupling brass,Fittings,
SCALE-0791,Unknown,9192-XYZ,"Faucet, single handle, chrome, deck mount, GE brand appliance grade",Faucets,24 in
SCALE-0792,Zurn Industries,QT4,Zurn stainless steel press fitting,Fittings,
SCALE-0793,Grohe,33555,Grohe Eurosmart single lever basin mixer chrome wall mount,Faucets,Height: 6 in
SCALE-0794,Price Pfister,G529,Pfister Ashfield double handle bronze finish faucet,Faucets,Weight: 3.75 lb
SCALE-0795,-- Unbranded --,,"Generic replacement fitting, material unknown, no MPN available",Fittings,
SCALE-0796,Moen Inc,7000,Small faucet unit,Faucets,Weight: 1000 kg
